transaction_id,timestamp,card_id,merchant_id,merchant_category,amount,city,hour,is_foreign,transaction_count_1h,amount_zscore,is_high_amount,is_night,velocity_flag,risk_score,risk_tier,is_fraud
TXN_0001033,2024-01-08 17:52:55,CARD_7119,MERCH_903,atm,117.86,Charlotte,17,False,0,-0.5486,0,0,0,0.0,LOW,0
TXN_0001034,2024-03-21 04:07:41,CARD_8987,MERCH_293,restaurant,25.61,Los Angeles,4,False,1,-0.5786,0,1,0,5.0,LOW,0
TXN_0001035,2024-03-13 07:25:27,CARD_7169,MERCH_561,online_retail,74.99,San Diego,7,False,0,-0.6182,0,0,0,0.0,LOW,0
TXN_0001036,2024-02-05 03:10:09,CARD_2002,MERCH_656,gas_station,19.71,Chicago,3,False,2,-1.3299,0,1,0,5.0,LOW,0
TXN_0001037,2024-01-08 00:37:23,CARD_1184,MERCH_614,restaurant,32.31,Chicago,0,False,0,-0.2653,0,1,0,5.0,LOW,0
TXN_0001038,2024-01-10 13:15:27,CARD_1695,MERCH_689,restaurant,30.1,Philadelphia,13,False,0,-0.3687,0,0,0,0.0,LOW,0
TXN_0001039,2024-01-24 14:18:39,CARD_9316,MERCH_140,grocery,38.48,Dallas,14,False,0,-0.7991,0,0,0,0.0,LOW,0
TXN_0001040,2024-03-06 10:21:32,CARD_8006,MERCH_675,grocery,70.43,Chicago,10,False,3,0.1357,0,0,0,0.7,LOW,0
TXN_0001041,2024-03-13 02:41:58,CARD_4380,MERCH_347,online_retail,142.79,San Diego,2,False,1,0.1884,0,1,0,5.9,LOW,0
TXN_0001042,2024-02-18 12:57:06,CARD_9761,MERCH_278,online_retail,67.12,Jacksonville,12,False,2,-0.7118,0,0,0,0.0,LOW,0
TXN_0001043,2024-03-22 16:22:22,CARD_9117,MERCH_298,online_retail,106.31,Chicago,16,False,0,-0.2456,0,0,0,0.0,LOW,0
TXN_0001044,2024-03-24 12:48:00,CARD_2937,MERCH_176,grocery,140.55,New York,12,False,1,2.1872,0,0,0,10.9,LOW,0
TXN_0001045,2024-03-10 02:07:42,CARD_1184,MERCH_689,gas_station,87.41,Jacksonville,2,False,1,2.086,0,1,0,15.4,LOW,0
TXN_0001046,2024-01-08 02:08:15,CARD_8155,MERCH_947,grocery,28.11,San Antonio,2,False,2,-1.1025,0,1,0,5.0,LOW,0
TXN_0001047,2024-03-21 02:10:06,CARD_1795,MERCH_899,electronics,123.95,Chicago,2,False,0,-1.0455,0,1,0,5.0,LOW,0
TXN_0001048,2024-03-22 18:03:25,CARD_8155,MERCH_278,atm,52.87,Columbus,18,False,0,-1.09,0,0,0,0.0,LOW,0
TXN_0001049,2024-02-20 09:21:31,CARD_8316,MERCH_214,gas_station,66.14,San Antonio,9,False,1,1.0128,0,0,0,5.1,LOW,0
TXN_0001050,2024-02-23 22:15:36,CARD_6755,MERCH_293,online_retail,82.14,Los Angeles,22,False,4,-0.5331,0,0,1,35.0,MEDIUM,0
TXN_0001051,2024-03-11 03:57:36,CARD_8838,MERCH_954,grocery,73.39,Phoenix,3,False,2,0.2223,0,1,0,6.1,LOW,0
TXN_0001052,2024-02-23 07:33:40,CARD_1486,MERCH_656,gas_station,84.94,Dallas,7,False,0,1.9614,0,0,0,9.8,LOW,0
TXN_0001053,2024-01-31 23:26:32,CARD_8987,MERCH_669,grocery,64.63,Phoenix,23,False,1,-0.034,0,0,0,0.0,LOW,0
TXN_0001054,2024-03-03 17:27:46,CARD_8140,MERCH_899,gas_station,59.12,Charlotte,17,False,0,0.6586,0,0,0,3.3,LOW,0
TXN_0001055,2024-03-11 16:03:44,CARD_8463,MERCH_686,online_retail,169.44,San Jose,16,False,2,0.5054,0,0,0,2.5,LOW,0
TXN_0001056,2024-01-13 17:43:02,CARD_1795,MERCH_140,atm,109.41,Los Angeles,17,False,0,-0.619,0,0,0,0.0,LOW,0
TXN_0001057,2024-03-02 04:14:25,CARD_2873,MERCH_179,grocery,102.07,Philadelphia,4,False,1,1.0614,0,1,0,10.3,LOW,0
TXN_0001058,2024-01-16 14:14:40,CARD_1828,MERCH_289,restaurant,19.31,Philadelphia,14,False,2,-0.8731,0,0,0,0.0,LOW,0
TXN_0001059,2024-02-21 17:37:58,CARD_3697,MERCH_935,online_retail,247.29,Chicago,17,False,0,1.4316,0,0,0,7.2,LOW,0
TXN_0001060,2024-01-10 17:00:14,CARD_6400,MERCH_954,pharmacy,24.38,New York,17,False,0,-0.688,0,0,0,0.0,LOW,0
TXN_0001061,2024-03-30 07:22:15,CARD_1352,MERCH_779,online_retail,74.59,Los Angeles,7,False,1,-0.6229,0,0,0,0.0,LOW,0
TXN_0001062,2024-03-01 02:34:54,CARD_7319,MERCH_153,gas_station,23.23,Austin,2,False,3,-1.1523,0,1,0,5.0,LOW,0
TXN_0001063,2024-02-12 06:43:25,CARD_1031,MERCH_304,online_retail,32.2,Houston,6,False,0,-1.1272,0,0,0,0.0,LOW,0
TXN_0001064,2024-02-15 08:20:28,CARD_7373,MERCH_873,gas_station,36.46,San Antonio,8,False,1,-0.4847,0,0,0,0.0,LOW,0
TXN_0001065,2024-02-25 17:34:26,CARD_7309,MERCH_954,pharmacy,0.01,Chicago,17,False,3,-1.5372,0,0,0,0.0,LOW,0
TXN_0001066,2024-01-12 05:13:27,CARD_9192,MERCH_114,restaurant,32.87,Charlotte,5,False,0,-0.2392,0,0,0,0.0,LOW,0
TXN_0001067,2024-02-15 21:23:46,CARD_5144,MERCH_289,online_retail,71.74,Charlotte,21,False,0,-0.6568,0,0,0,0.0,LOW,0
TXN_0001068,2024-03-05 10:19:26,CARD_5444,MERCH_957,grocery,92.65,Austin,10,False,1,0.7858,0,0,0,3.9,LOW,0
TXN_0001069,2024-01-24 10:42:16,CARD_6542,MERCH_115,restaurant,47.31,Phoenix,10,False,0,0.4359,0,0,0,2.2,LOW,0
TXN_0001070,2024-02-13 03:29:48,CARD_1518,MERCH_899,atm,95.08,San Jose,3,False,1,-0.7384,0,1,0,5.0,LOW,0
TXN_0001071,2024-01-30 17:35:21,CARD_1197,MERCH_722,online_retail,76.44,Philadelphia,17,False,1,-0.6009,0,0,0,0.0,LOW,0
TXN_0001072,2024-01-15 11:47:04,CARD_5444,MERCH_899,restaurant,32.84,Columbus,11,False,1,-0.2406,0,0,0,0.0,LOW,0
TXN_0001073,2024-03-29 02:10:38,CARD_1197,MERCH_658,atm,358.31,San Jose,2,False,1,1.4544,0,1,0,12.3,LOW,0
TXN_0001074,2024-02-23 08:20:02,CARD_1795,MERCH_935,travel,194.63,Los Angeles,8,False,1,-0.9266,0,0,0,0.0,LOW,0
TXN_0001075,2024-02-05 06:57:30,CARD_7653,MERCH_899,gas_station,30.6,Los Angeles,6,False,1,-0.7804,0,0,0,0.0,LOW,0
TXN_0001076,2024-01-31 10:37:13,CARD_1640,MERCH_176,restaurant,13.17,Jacksonville,10,False,1,-1.1601,0,0,0,0.0,LOW,0
TXN_0001077,2024-03-02 03:31:03,CARD_1031,MERCH_954,restaurant,5.4,Austin,3,False,3,-1.5234,0,1,0,5.0,LOW,0
TXN_0001079,2024-02-21 00:55:48,CARD_2124,MERCH_713,gas_station,49.06,Phoenix,0,False,1,0.151,0,1,0,5.8,LOW,0
TXN_0001080,2024-01-21 17:20:38,CARD_1240,MERCH_903,gas_station,70.66,Austin,17,False,3,1.2409,0,0,0,6.2,LOW,0
TXN_0001081,2024-03-21 01:58:45,CARD_2228,MERCH_675,atm,304.97,Phoenix,1,False,3,1.01,0,1,0,10.0,LOW,0
TXN_0001082,2024-03-11 14:04:22,CARD_8987,MERCH_770,atm,467.65,San Jose,14,False,2,2.3652,0,0,0,11.8,LOW,0
TXN_0001083,2024-03-09 04:36:38,CARD_1375,MERCH_725,travel,508.97,Phoenix,4,False,2,-0.1017,0,1,0,5.0,LOW,0
TXN_0001084,2024-01-14 02:56:19,CARD_4783,MERCH_910,pharmacy,34.18,Los Angeles,2,True,4,-0.3466,0,1,1,65.0,HIGH,0
TXN_0001085,2024-01-08 06:12:25,CARD_4380,MERCH_656,electronics,15.94,Fort Worth,6,False,1,-1.4534,0,0,0,0.0,LOW,0
TXN_0001086,2024-02-11 06:14:03,CARD_1724,MERCH_150,electronics,575.04,Fort Worth,6,False,2,0.6579,0,0,0,3.3,LOW,0
TXN_0001087,2024-02-01 23:45:15,CARD_4942,MERCH_299,electronics,413.19,Jacksonville,23,False,3,0.0467,0,0,0,0.2,LOW,0
TXN_0001088,2024-03-06 04:27:34,CARD_6799,MERCH_722,restaurant,52.33,San Jose,4,False,0,0.6706,0,1,0,8.4,LOW,0
TXN_0001089,2024-03-05 01:43:59,CARD_6590,MERCH_573,restaurant,12.94,San Jose,1,True,0,-1.1709,0,1,0,30.0,MEDIUM,0
TXN_0001090,2024-02-05 17:57:48,CARD_7506,MERCH_278,gas_station,52.03,Jacksonville,17,False,0,0.3009,0,0,0,1.5,LOW,0
TXN_0001091,2024-01-15 12:31:50,CARD_9427,MERCH_889,online_retail,139.49,Dallas,12,False,3,0.1491,0,0,0,0.7,LOW,0
TXN_0001092,2024-01-30 04:18:35,CARD_4803,MERCH_721,gas_station,47.78,Columbus,4,False,2,0.0864,0,1,0,5.4,LOW,0
TXN_0001093,2024-02-15 07:25:43,CARD_2566,MERCH_140,gas_station,31.33,Jacksonville,7,False,2,-0.7436,0,0,0,0.0,LOW,0
TXN_0001094,2024-01-23 19:37:32,CARD_1724,MERCH_504,online_retail,232.99,Dallas,19,False,2,1.2614,0,0,0,6.3,LOW,0
TXN_0001095,2024-01-29 14:22:52,CARD_7464,MERCH_899,restaurant,83.11,Dallas,14,False,0,2.1095,0,0,0,10.5,LOW,0
TXN_0001096,2024-01-22 16:03:03,CARD_1031,MERCH_115,grocery,26.14,Charlotte,16,False,0,-1.1602,0,0,0,0.0,LOW,0
TXN_0001097,2024-01-06 19:52:08,CARD_5647,MERCH_708,travel,842.59,San Diego,19,False,1,0.7737,1,0,0,23.9,MEDIUM,0
TXN_0001098,2024-02-24 02:39:55,CARD_6683,MERCH_140,atm,0.01,Los Angeles,2,False,2,-1.5304,0,1,0,5.0,LOW,0
TXN_0001099,2024-03-30 17:50:07,CARD_1795,MERCH_713,grocery,88.4,Fort Worth,17,False,3,0.6614,0,0,0,3.3,LOW,0
TXN_0001100,2024-03-26 16:09:02,CARD_6542,MERCH_298,grocery,0.01,New York,16,False,1,-1.9247,0,0,0,0.0,LOW,0
TXN_0001101,2024-03-24 15:25:39,CARD_2871,MERCH_957,gas_station,34.5,Houston,15,False,3,-0.5836,0,0,0,0.0,LOW,0
TXN_0001102,2024-02-29 07:14:41,CARD_8463,MERCH_770,travel,0.01,Phoenix,7,False,3,-1.4372,0,0,0,0.0,LOW,0
TXN_0001103,2024-03-08 06:39:23,CARD_4783,MERCH_947,travel,449.44,New York,6,False,0,-0.2579,0,0,0,0.0,LOW,0
TXN_0001104,2024-01-06 18:40:57,CARD_2398,MERCH_214,grocery,94.36,Houston,18,False,2,0.8358,0,0,0,4.2,LOW,0
TXN_0001105,2024-01-19 02:12:56,CARD_5379,MERCH_100,electronics,0.01,Chicago,2,False,0,-1.5135,0,1,0,5.0,LOW,0
TXN_0001106,2024-03-04 13:15:38,CARD_1796,MERCH_910,grocery,52.42,Dallas,13,False,2,-0.3913,0,0,0,0.0,LOW,0
TXN_0001107,2024-03-29 23:12:59,CARD_6239,MERCH_513,restaurant,26.71,Columbus,23,False,3,-0.5271,0,0,0,0.0,LOW,0
TXN_0001108,2024-03-22 17:47:51,CARD_4942,MERCH_561,pharmacy,89.43,Phoenix,17,False,1,1.5786,0,0,0,7.9,LOW,0
TXN_0001109,2024-02-26 18:30:40,CARD_2398,MERCH_776,grocery,80.11,Philadelphia,18,False,1,0.4189,0,0,0,2.1,LOW,0
TXN_0001110,2024-01-10 19:14:32,CARD_2646,MERCH_294,grocery,23.8,Austin,19,False,0,-1.2286,0,0,0,0.0,LOW,0
TXN_0001111,2024-03-27 22:43:22,CARD_8417,MERCH_899,restaurant,27.63,Austin,22,False,2,-0.4841,0,0,0,0.0,LOW,0
TXN_0001112,2024-01-29 14:52:12,CARD_7981,MERCH_686,online_retail,267.83,Charlotte,14,False,1,1.6759,0,0,0,8.4,LOW,0
TXN_0001113,2024-01-04 19:58:13,CARD_7695,MERCH_797,atm,265.72,San Diego,19,False,0,0.6831,0,0,0,3.4,LOW,0
TXN_0001114,2024-03-10 03:21:15,CARD_6858,MERCH_133,pharmacy,14.45,Jacksonville,3,False,0,-1.0341,0,1,0,5.0,LOW,0
TXN_0001115,2024-01-16 14:41:48,CARD_3493,MERCH_121,grocery,55.65,Fort Worth,14,False,1,-0.2968,0,0,0,0.0,LOW,0
TXN_0001116,2024-01-28 03:27:23,CARD_2885,MERCH_472,grocery,56.77,San Antonio,3,False,0,-0.264,0,1,0,5.0,LOW,0
TXN_0001117,2024-03-01 22:51:11,CARD_7506,MERCH_910,travel,314.05,Fort Worth,22,False,0,-0.6132,0,0,0,0.0,LOW,0
TXN_0001118,2024-03-27 21:15:08,CARD_8881,MERCH_899,gas_station,10.8,Charlotte,21,False,1,-1.7795,0,0,0,0.0,LOW,0
TXN_0001119,2024-03-22 15:30:29,CARD_7119,MERCH_504,atm,98.69,Los Angeles,15,False,2,-0.7083,0,0,0,0.0,LOW,0
TXN_0001120,2024-01-15 17:26:49,CARD_6799,MERCH_930,online_retail,251.97,Jacksonville,17,False,0,1.4872,0,0,0,7.4,LOW,0
TXN_0001121,2024-01-16 19:41:22,CARD_6986,MERCH_656,grocery,51.66,San Jose,19,False,1,-0.4135,0,0,0,0.0,LOW,0
TXN_0001122,2024-03-13 19:37:03,CARD_2885,MERCH_868,travel,496.63,Fort Worth,19,False,0,-0.1341,0,0,0,0.0,LOW,0
TXN_0001123,2024-01-29 12:55:55,CARD_1595,MERCH_298,grocery,69.92,Dallas,12,False,1,0.1207,0,0,0,0.6,LOW,0
TXN_0001124,2024-01-08 00:21:38,CARD_2871,MERCH_298,restaurant,86.8,Houston,0,False,3,2.282,0,1,0,16.4,LOW,0
TXN_0001125,2024-02-22 22:27:46,CARD_7695,MERCH_658,online_retail,120.84,San Antonio,22,False,2,-0.0727,0,0,0,0.0,LOW,0
TXN_0001126,2024-02-29 03:08:35,CARD_1828,MERCH_797,restaurant,62.07,Austin,3,False,1,1.1259,0,1,0,10.6,LOW,0
TXN_0001127,2024-03-30 23:16:04,CARD_9761,MERCH_516,online_retail,63.17,Columbus,23,False,1,-0.7588,0,0,0,0.0,LOW,0
TXN_0001128,2024-02-13 18:28:27,CARD_1126,MERCH_150,online_retail,95.36,Los Angeles,18,True,0,-0.3758,0,0,0,25.0,MEDIUM,0
TXN_0001129,2024-03-12 23:16:35,CARD_6458,MERCH_770,pharmacy,42.38,Chicago,23,False,3,-0.0608,0,0,0,0.0,LOW,0
TXN_0001130,2024-02-18 02:17:26,CARD_2002,MERCH_814,pharmacy,18.78,Houston,2,False,0,-0.8832,0,1,0,5.0,LOW,0
TXN_0001131,2024-03-24 02:53:44,CARD_2439,MERCH_708,restaurant,33.52,Dallas,2,False,0,-0.2088,0,1,0,5.0,LOW,0
TXN_0001132,2024-02-13 20:43:34,CARD_9126,MERCH_935,grocery,96.08,New York,20,False,5,0.8861,0,0,1,39.4,MEDIUM,0
TXN_0001133,2024-03-01 18:01:37,CARD_6590,MERCH_513,electronics,155.9,Charlotte,18,False,1,-0.9249,0,0,0,0.0,LOW,1
TXN_0001134,2024-03-27 16:35:19,CARD_1796,MERCH_873,pharmacy,42.0,Austin,16,False,1,-0.0741,0,0,0,0.0,LOW,0
TXN_0001135,2024-03-19 23:07:18,CARD_5775,MERCH_910,gas_station,59.17,Columbus,23,False,1,0.6611,0,0,0,3.3,LOW,0
TXN_0001136,2024-02-06 02:12:26,CARD_1448,MERCH_954,restaurant,19.86,New York,2,False,0,-0.8474,0,1,0,5.0,LOW,0
TXN_0001137,2024-02-15 15:13:02,CARD_2873,MERCH_482,restaurant,62.1,Phoenix,15,False,1,1.1273,0,0,0,5.6,LOW,0
TXN_0001138,2024-02-23 08:16:18,CARD_1486,MERCH_140,grocery,67.55,San Antonio,8,True,2,0.0514,0,0,0,25.3,MEDIUM,0
TXN_0001139,2024-01-12 04:10:57,CARD_1724,MERCH_194,online_retail,104.31,Jacksonville,4,False,1,-0.2694,0,1,0,5.0,LOW,0
TXN_0001140,2024-01-22 00:13:27,CARD_7194,MERCH_776,gas_station,4.84,San Jose,0,False,0,-2.0802,0,1,0,5.0,LOW,0
TXN_0001141,2024-03-04 20:38:38,CARD_3105,MERCH_930,electronics,275.39,San Antonio,20,False,1,-0.4736,0,0,0,0.0,LOW,0
TXN_0001142,2024-01-07 10:51:03,CARD_6317,MERCH_779,travel,696.07,Phoenix,10,False,0,0.3892,1,0,0,21.9,MEDIUM,0
TXN_0001143,2024-02-24 03:11:08,CARD_4028,MERCH_814,travel,1273.04,Phoenix,3,False,1,1.9032,1,1,0,34.5,MEDIUM,1
TXN_0001144,2024-02-13 15:12:53,CARD_9761,MERCH_278,restaurant,50.49,Philadelphia,15,False,2,0.5846,0,0,0,2.9,LOW,0
TXN_0001145,2024-02-13 16:21:22,CARD_7584,MERCH_656,gas_station,67.52,Austin,16,False,2,1.0824,0,0,0,5.4,LOW,0
TXN_0001146,2024-03-17 03:13:08,CARD_7194,MERCH_957,electronics,41.45,Columbus,3,False,0,-1.357,0,1,0,5.0,LOW,0
TXN_0001147,2024-01-25 17:58:49,CARD_2226,MERCH_899,travel,486.73,San Diego,17,True,0,-0.1601,0,0,0,25.0,MEDIUM,0
TXN_0001148,2024-03-12 04:16:07,CARD_9761,MERCH_573,restaurant,64.86,Columbus,4,False,2,1.2564,0,1,0,11.3,LOW,0
TXN_0001149,2024-03-11 13:52:42,CARD_6552,MERCH_708,atm,73.47,Phoenix,13,False,0,-0.9184,0,0,0,0.0,LOW,0
TXN_0001150,2024-03-30 07:49:30,CARD_6317,MERCH_513,grocery,98.78,Fort Worth,7,False,3,0.9651,0,0,0,4.8,LOW,0
TXN_0001151,2024-03-14 20:05:08,CARD_4028,MERCH_121,atm,268.0,New York,20,False,1,0.7021,0,0,0,3.5,LOW,0
TXN_0001152,2024-02-15 15:05:40,CARD_4997,MERCH_133,grocery,74.62,Jacksonville,15,False,1,0.2583,0,0,0,1.3,LOW,0
TXN_0001153,2024-02-02 18:38:27,CARD_8029,MERCH_614,grocery,53.5,Charlotte,18,False,1,-0.3597,0,0,0,0.0,LOW,0
TXN_0001154,2024-03-11 07:06:16,CARD_6134,MERCH_709,restaurant,16.3,Phoenix,7,False,1,-1.0138,0,0,0,0.0,LOW,0
TXN_0001155,2024-03-24 11:58:32,CARD_2871,MERCH_964,grocery,127.14,Austin,11,False,1,1.7949,0,0,0,9.0,LOW,0
TXN_0001156,2024-01-26 06:32:43,CARD_9552,MERCH_856,grocery,87.12,Los Angeles,6,False,0,0.624,0,0,0,3.1,LOW,0
TXN_0001157,2024-02-03 06:38:31,CARD_7506,MERCH_797,grocery,76.92,Fort Worth,6,False,5,0.3256,0,0,1,36.6,MEDIUM,0
TXN_0001158,2024-02-14 17:40:21,CARD_2140,MERCH_709,restaurant,28.92,San Diego,17,False,0,-0.4238,0,0,0,0.0,LOW,0
TXN_0001159,2024-01-10 16:20:05,CARD_8029,MERCH_482,electronics,390.6,San Antonio,16,False,2,-0.0386,0,0,0,0.0,LOW,0
TXN_0001160,2024-01-29 06:41:09,CARD_2403,MERCH_323,grocery,70.77,Columbus,6,True,0,0.1456,0,0,0,25.7,MEDIUM,0
TXN_0001161,2024-01-15 23:42:04,CARD_4997,MERCH_573,online_retail,157.99,Columbus,23,False,1,0.3692,0,0,0,1.8,LOW,0
TXN_0001162,2024-03-10 12:17:13,CARD_2052,MERCH_293,travel,848.42,Houston,12,False,1,0.789,1,0,0,23.9,MEDIUM,0
TXN_0001163,2024-02-14 12:09:12,CARD_9415,MERCH_188,grocery,37.61,Charlotte,12,False,1,-0.8246,0,0,0,0.0,LOW,0
TXN_0001164,2024-02-24 08:12:19,CARD_3857,MERCH_115,grocery,13.67,Houston,8,False,1,-1.525,0,0,0,0.0,LOW,0
TXN_0001165,2024-01-08 04:30:14,CARD_2885,MERCH_188,atm,190.11,Fort Worth,4,False,0,0.0532,0,1,0,5.3,LOW,0
TXN_0001166,2024-02-21 14:40:07,CARD_2606,MERCH_658,travel,0.01,Jacksonville,14,False,3,-1.4372,0,0,0,0.0,LOW,0
TXN_0001167,2024-03-05 15:46:15,CARD_9295,MERCH_176,restaurant,30.88,San Diego,15,False,0,-0.3322,0,0,0,0.0,LOW,0
TXN_0001168,2024-03-03 01:03:49,CARD_1595,MERCH_121,travel,326.14,Dallas,1,False,1,-0.5815,0,1,0,5.0,LOW,0
TXN_0001169,2024-03-12 13:24:25,CARD_7464,MERCH_179,grocery,82.21,Philadelphia,13,False,0,0.4803,0,0,0,2.4,LOW,0
TXN_0001170,2024-01-11 06:15:47,CARD_9427,MERCH_299,restaurant,81.62,San Antonio,6,False,0,2.0399,0,0,0,10.2,LOW,0
TXN_0001171,2024-02-19 10:51:05,CARD_7849,MERCH_753,electronics,0.01,San Diego,10,False,0,-1.5135,0,0,0,0.0,LOW,0
TXN_0001172,2024-02-13 09:32:06,CARD_7119,MERCH_935,gas_station,90.48,Fort Worth,9,False,1,2.2409,0,0,0,11.2,LOW,0
TXN_0001173,2024-03-21 09:37:57,CARD_7255,MERCH_725,electronics,314.74,San Diego,9,False,0,-0.3251,0,0,0,0.0,LOW,0
TXN_0001174,2024-03-03 03:34:26,CARD_9725,MERCH_779,restaurant,45.65,Dallas,3,False,0,0.3583,0,1,0,6.8,LOW,0
TXN_0001175,2024-03-26 21:15:31,CARD_8337,MERCH_299,electronics,0.01,Austin,21,False,1,-1.5135,0,0,0,0.0,LOW,0
TXN_0001176,2024-01-03 06:49:47,CARD_8611,MERCH_930,restaurant,59.93,Columbus,6,False,0,1.0259,0,0,0,5.1,LOW,0
TXN_0001177,2024-02-10 06:46:30,CARD_6878,MERCH_947,gas_station,45.83,Fort Worth,6,False,1,-0.012,0,0,0,0.0,LOW,0
TXN_0001178,2024-03-04 07:09:21,CARD_6123,MERCH_822,grocery,62.85,Philadelphia,7,False,1,-0.0861,0,0,0,0.0,LOW,0
TXN_0001179,2024-01-09 00:30:52,CARD_6400,MERCH_709,grocery,0.01,Fort Worth,0,False,2,-1.9247,0,1,0,5.0,LOW,0
TXN_0001180,2024-02-28 14:43:52,CARD_1352,MERCH_889,electronics,400.66,San Antonio,14,False,1,-0.0006,0,0,0,0.0,LOW,0
TXN_0001181,2024-01-21 19:31:49,CARD_3105,MERCH_100,grocery,94.6,Los Angeles,19,False,1,0.8428,0,0,0,4.2,LOW,0
TXN_0001182,2024-01-07 16:35:45,CARD_1126,MERCH_448,grocery,56.73,Los Angeles,16,False,0,-0.2652,0,0,0,0.0,LOW,0
TXN_0001184,2024-02-08 09:06:14,CARD_8046,MERCH_115,grocery,104.65,Philadelphia,9,False,0,1.1369,0,0,0,5.7,LOW,0
TXN_0001185,2024-02-06 12:29:39,CARD_2124,MERCH_797,travel,270.74,San Antonio,12,False,1,-0.7268,0,0,0,0.0,LOW,0
TXN_0001186,2024-01-30 07:04:20,CARD_5748,MERCH_114,restaurant,73.09,Chicago,7,False,0,1.6411,0,0,0,8.2,LOW,0
TXN_0001187,2024-03-02 15:37:13,CARD_9295,MERCH_899,pharmacy,43.36,Chicago,15,False,2,-0.0267,0,0,0,0.0,LOW,0
TXN_0001188,2024-02-25 16:23:36,CARD_4235,MERCH_188,grocery,66.74,New York,16,False,1,0.0277,0,0,0,0.1,LOW,0
TXN_0001189,2024-03-01 00:08:52,CARD_5246,MERCH_176,online_retail,129.4,Columbus,0,False,2,0.0291,0,1,0,5.1,LOW,0
TXN_0001190,2024-03-11 21:35:07,CARD_8055,MERCH_323,restaurant,39.52,Houston,21,False,1,0.0717,0,0,0,0.4,LOW,0
TXN_0001191,2024-02-24 11:35:42,CARD_2438,MERCH_817,restaurant,0.01,San Jose,11,False,1,-1.7754,0,0,0,0.0,LOW,0
TXN_0001192,2024-01-07 17:42:58,CARD_4942,MERCH_378,atm,157.74,San Diego,17,False,2,-0.2164,0,0,0,0.0,LOW,0
TXN_0001193,2024-01-15 04:55:06,CARD_9117,MERCH_903,pharmacy,1.08,Philadelphia,4,False,2,-1.4999,0,1,0,5.0,LOW,0
TXN_0001194,2024-03-30 05:38:24,CARD_1352,MERCH_817,atm,375.16,Houston,5,False,3,1.5948,0,0,0,8.0,LOW,0
TXN_0001195,2024-01-26 17:34:37,CARD_2937,MERCH_947,grocery,120.51,New York,17,False,2,1.6009,0,0,0,8.0,LOW,0
TXN_0001196,2024-02-08 11:40:46,CARD_7119,MERCH_482,gas_station,62.04,Los Angeles,11,False,0,0.8059,0,0,0,4.0,LOW,0
TXN_0001197,2024-02-04 00:10:52,CARD_1518,MERCH_709,online_retail,97.35,Austin,0,False,1,-0.3522,0,1,0,5.0,LOW,1
TXN_0001198,2024-03-30 02:54:14,CARD_7695,MERCH_873,gas_station,24.84,San Antonio,2,False,1,-1.0711,0,1,0,5.0,LOW,0
TXN_0001199,2024-03-15 04:44:34,CARD_9552,MERCH_822,electronics,195.88,Charlotte,4,False,0,-0.7739,0,1,0,5.0,LOW,0
TXN_0001200,2024-02-13 12:13:05,CARD_9117,MERCH_776,online_retail,304.55,Chicago,12,False,1,2.1127,0,0,0,10.6,LOW,0
TXN_0001201,2024-03-02 09:36:04,CARD_4881,MERCH_289,online_retail,54.24,Columbus,9,False,1,-0.865,0,0,0,0.0,LOW,0
TXN_0001202,2024-02-19 15:23:45,CARD_7255,MERCH_873,travel,0.01,Los Angeles,15,True,1,-1.4372,0,0,0,25.0,MEDIUM,0
TXN_0001203,2024-02-28 01:03:28,CARD_5694,MERCH_658,electronics,668.45,Austin,1,False,3,1.0106,1,1,0,30.1,MEDIUM,0
TXN_0001204,2024-03-26 20:26:18,CARD_1724,MERCH_722,grocery,117.52,Charlotte,20,False,0,1.5134,0,0,0,7.6,LOW,0
TXN_0001205,2024-03-01 11:48:59,CARD_1184,MERCH_188,grocery,123.07,Chicago,11,False,5,1.6758,0,0,1,43.4,MEDIUM,0
TXN_0001206,2024-01-11 03:48:38,CARD_9761,MERCH_561,online_retail,218.64,San Diego,3,False,1,1.0907,0,1,0,10.5,LOW,1
TXN_0001207,2024-02-15 06:54:59,CARD_2646,MERCH_957,restaurant,64.43,Columbus,6,False,3,1.2363,0,0,0,6.2,LOW,0
TXN_0001208,2024-03-14 18:34:23,CARD_6239,MERCH_294,gas_station,46.06,Fort Worth,18,False,2,-0.0004,0,0,0,0.0,LOW,0
TXN_0001209,2024-01-04 13:36:16,CARD_8217,MERCH_656,restaurant,0.01,Houston,13,False,0,-1.7754,0,0,0,0.0,LOW,0
TXN_0001210,2024-02-02 03:17:08,CARD_8140,MERCH_513,electronics,387.81,Chicago,3,False,0,-0.0491,0,1,0,5.0,LOW,0
TXN_0001211,2024-01-19 02:25:14,CARD_8463,MERCH_349,travel,801.06,Philadelphia,2,False,1,0.6647,1,1,0,28.3,MEDIUM,0
TXN_0001212,2024-03-05 21:24:13,CARD_9552,MERCH_709,online_retail,107.15,San Antonio,21,False,1,-0.2356,0,0,0,0.0,LOW,0
TXN_0001213,2024-01-13 15:03:09,CARD_2002,MERCH_954,restaurant,34.02,Phoenix,15,False,9,-0.1854,0,0,1,35.0,MEDIUM,0
TXN_0001214,2024-02-26 04:00:09,CARD_7653,MERCH_153,gas_station,25.72,Los Angeles,4,False,0,-1.0266,0,1,0,5.0,LOW,0
TXN_0001215,2024-01-06 18:13:58,CARD_9798,MERCH_817,restaurant,15.96,San Diego,18,False,2,-1.0297,0,0,0,0.0,LOW,0
